study_id,entry_id,study_authors,study_title,study_year,metric,estimate,sample_size,variance_estimate,range_max,variance_type,statistical_distribution,age_reported,sex,year,time-period_studied,sampling_dates,sampling_season,rainfall_annual_sum[mm],Latitude,Longitude,sitename,stratum,site_size[km^2],geographic_ID,sampling_coverage,sampling_coverage_unit,countryname_iso3166,country_iso3166-1_alpha-3,species,surveyer,survey_type,survey_method,combined_strip_width[m],fenced[fully/partly/no],poaching_indication,natural_mortality_indication,management_indication,study_focus,AED_incl,contains_map,remarks,
277,76,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,7.0000,,,,,,,female,1988,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,77,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,6.0000,,,,,,,female,1989,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,78,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,7.0000,,,,,,,female,1990,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,79,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,4.0000,,,,,,,female,1991,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,80,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,2.0000,,,,,,,female,1992,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,81,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,4.0000,,,,,,,female,1993,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,82,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,5.0000,,,,,,,female,1994,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,83,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,6.0000,,,,,,,female,1995,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,84,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,12.0000,,,,,,,female,1996,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,85,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,8.0000,,,,,,,female,1997,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,86,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,19.0000,,,,,,,female,1998,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,87,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,11.0000,,,,,,,female,1999,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,88,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,9.0000,,,,,,,female,2000,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,89,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,3.0000,,,,,,,female,2001,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,90,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,16.0000,,,,,,,female,2002,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,91,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of births,10.0000,,,,,,,female,2003,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,92,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of carcasses: total,1.0000,,,,,,,,1999,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,93,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of carcasses: total,6.0000,,,,,,,,2000,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,94,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of carcasses: total,4.0000,,,,,,,,2001,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,95,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of carcasses: total,1.0000,,,,,,,,2002,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,96,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,number of carcasses: total,7.0000,,,,,,,,2003,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,97,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,annual exponential rate of increase,0.1000,,,,,,,,1999,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,98,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,annual exponential rate of increase,0.0300,,,,,,,,2000,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,99,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,annual exponential rate of increase,0.0400,,,,,,,,2001,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,100,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,annual exponential rate of increase,0.1200,,,,,,,,2002,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,101,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,annual exponential rate of increase,0.0300,,,,,,,,2003,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,102,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,annual population growth rate,10.9000,,,,,,,,1999,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,103,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,annual population growth rate,2.9000,,,,,,,,2000,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,104,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,annual population growth rate,3.7000,,,,,,,,2001,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,105,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,annual population growth rate,12.2000,,,,,,,,2002,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,106,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,annual population growth rate,2.9000,,,,,,,,2003,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,107,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,effect on annual population growth rate: population density,0.2000,,0.0200,,p-value,,,,1976-2003,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,108,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,effect on foetal sex ratio: population density,0.0210,,0.2800,,p-value,,,,1976-2003,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,109,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,effect on annual birth rate: population density,-0.3100,,0.1500,,p-value,,,,1976-2003,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,110,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,effect on age at first birth: population density,-0.1360,86.00,0.2100,,p-value,,,,1976-2003,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,111,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,effect on annual mortality rate: population density,0.0100,,0.8400,,p-value,,,,1976-2003,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,112,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,effect on age at first birth: annual precipitation,-0.0050,86.00,0.9700,,p-value,,,,1976-2003,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,113,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,effect on foetal sex ratio: annual precipitation,0.1550,,0.5600,,p-value,,,,1976-2003,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
277,114,"Gough, Katie F.; Kerley, Graham I. H.","Demography and population dynamics in the elephants Loxodonta africana of Addo Elephant National Park, South Africa: is there evidence of density dependent regulation?",2006,effect on annual birth rate: annual precipitation,0.6100,,0.0100,,p-value,,,,1976-2003,1976-2003,,,,,,Addo Elephant National Park,,,,,,South Africa,ZAF,L. africana,,ground survey,individual identification,,fully,,,,demography,no,no,study area size unknown,
329,1,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,83.0000,83.00,,,,,0-4.9,female,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-1989,,,effect of poaching on demography,no,no,study area size unknown,
329,2,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,102.0000,102.00,,,,,5-9.9,female,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-1990,,,effect of poaching on demography,no,no,study area size unknown,
329,3,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,12.0000,12.00,,,,,10-14.9,female,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-1991,,,effect of poaching on demography,no,no,study area size unknown,
329,4,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,54.0000,54.00,,,,,15-19.9,female,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-1992,,,effect of poaching on demography,no,no,study area size unknown,
329,5,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,64.0000,64.00,,,,,20-24.9,female,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-1993,,,effect of poaching on demography,no,no,study area size unknown,
329,6,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,31.0000,31.00,,,,,25-29.9,female,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-1994,,,effect of poaching on demography,no,no,study area size unknown,
329,7,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,13.0000,13.00,,,,,30-34.9,female,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-1995,,,effect of poaching on demography,no,no,study area size unknown,
329,8,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,37.0000,37.00,,,,,35-39.9,female,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-1996,,,effect of poaching on demography,no,no,study area size unknown,
329,9,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,11.0000,11.00,,,,,>50,female,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-1997,,,effect of poaching on demography,no,no,study area size unknown,
329,10,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,81.0000,81.00,,,,,0-4.9,male,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-1998,,,effect of poaching on demography,no,no,study area size unknown,
329,11,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,66.0000,66.00,,,,,5-9.9,male,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-1999,,,effect of poaching on demography,no,no,study area size unknown,
329,12,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,12.0000,12.00,,,,,10-14.9,male,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-2000,,,effect of poaching on demography,no,no,study area size unknown,
329,13,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,37.0000,37.00,,,,,15-19.9,male,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-2001,,,effect of poaching on demography,no,no,study area size unknown,
329,14,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,42.0000,42.00,,,,,20-24.9,male,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-2002,,,effect of poaching on demography,no,no,study area size unknown,
329,15,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,28.0000,28.00,,,,,25-29.9,male,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-2003,,,effect of poaching on demography,no,no,study area size unknown,
329,16,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,9.0000,9.00,,,,,30-34.9,male,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-2004,,,effect of poaching on demography,no,no,study area size unknown,
329,17,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,24.0000,24.00,,,,,35-39.9,male,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-2005,,,effect of poaching on demography,no,no,study area size unknown,
329,18,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population size,2.0000,2.00,,,,,>50,male,1989,1977-1989,,,,,,Amboseli,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,some poaching prior 1978; almost no poaching 1979-2006,,,effect of poaching on demography,no,no,study area size unknown,
329,19,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.1610,81.00,,,,,0-4.9,female,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,20,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.1133,57.00,,,,,5-9.9,female,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,21,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0239,12.00,,,,,10-14.9,female,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,22,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0577,29.00,,,,,15-19.9,female,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,23,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0895,45.00,,,,,20-24.9,female,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,24,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0974,49.00,,,,,25-29.9,female,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,25,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0676,34.00,,,,,30-34.9,female,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,26,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0378,19.00,,,,,35-39.9,female,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,27,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0060,3.00,,,,,>50,female,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,28,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.1590,80.00,,,,,0-4.9,male,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,29,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0915,46.00,,,,,5-9.9,male,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,30,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0159,8.00,,,,,10-14.9,male,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,31,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0219,11.00,,,,,15-19.9,male,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,32,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0378,19.00,,,,,20-24.9,male,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,33,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0080,4.00,,,,,25-29.9,male,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,34,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0040,2.00,,,,,30-34.9,male,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,35,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0080,4.00,,,,,35-39.9,male,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
329,36,"Poole, J.H.",The effects of poaching on the age structures and social and reproductive patterns of selected East African elephant populations,1989,population proportion,0.0000,0.00,,,,,>50,male,1989,1977-1989,,,,,,Tsavo East,,,,,,Kenya,KEN,L. africana,,ground survey,individual identification,,,heavy poaching 1947-1957; after 1957 increased anti-poaching effort,,,effect of poaching on demography,no,no,study area size unknown,
